Src ID	Interpacket Delay	Freq. Est.	Filt. Freq. Est.	Phase Est.	Filt Phase Est.	Packet Power	
63	10.321105	1.525879	0.000000	2.987943	0.000000	0.392912	
63	10.721105	1.430511	0.000000	2.957245	0.000000	0.392085	
63	10.821105	2.765656	0.000000	2.943470	0.000000	0.396363	
63	10.921105	1.752377	0.000000	2.954195	0.000000	0.407245	
63	11.121105	1.335144	0.000000	2.971389	0.000000	0.389622	
63	11.221105	2.229214	0.000000	2.946668	0.000000	0.398254	
63	11.421105	2.312660	0.000000	2.950920	0.000000	0.388990	
255	11.521095	1.907349	0.000000	-0.731912	0.000000	0.399191	
255	11.621095	1.013279	0.000000	-0.716264	0.000000	0.400272	
63	11.721105	-0.667572	0.000000	2.968418	0.000000	0.395615	
255	11.821095	2.098083	0.000000	-0.704513	0.000000	0.402834	
255	11.921095	0.000093	0.000000	-0.705591	0.000000	0.406122	
255	12.021095	1.323223	0.000000	-0.692283	0.000000	0.406711	
255	12.121095	1.415610	0.000000	-0.705380	0.000000	0.403349	
255	12.221095	0.000000	0.000000	-0.700693	0.000000	0.412145	
255	12.321095	3.564358	0.000000	-0.723980	0.000000	0.411392	
255	12.421095	1.549721	0.000000	-0.707608	0.000000	0.411626	
255	12.461560	0.941753	0.000000	2.865118	0.000000	0.991240	
255	12.521095	1.639128	0.000000	-0.689579	0.000000	0.411347	
255	12.621095	1.013279	0.000000	-0.693731	0.000000	0.421266	
255	12.721095	0.858307	0.000000	-0.663004	0.000000	0.419089	
255	12.821095	2.288818	0.000000	-0.685012	0.000000	0.417932	
255	12.921095	0.572205	0.000000	-0.678459	0.000000	0.418279	
255	13.021095	3.170967	0.000000	-0.685244	0.000000	0.435219	
255	13.121095	0.810623	0.000000	-0.673854	0.000000	0.434248	
255	13.221095	1.430511	0.000000	-0.693694	0.000000	0.436845	
255	13.321095	0.989437	0.000000	-0.680505	0.000000	0.438683	
255	13.421095	3.665686	0.000000	-0.681817	0.000000	0.425910	
255	13.521095	3.719330	0.000000	-0.707737	0.000000	0.430002	
255	13.621100	-5.412102	0.000000	3.071296	0.000000	0.443209	
255	13.721095	0.381470	0.000000	-0.680374	0.000000	0.437702	
255	13.821095	0.429153	0.000000	-0.667872	0.000000	0.437165	
255	13.921095	1.525879	0.000000	-0.674717	0.000000	0.446667	
255	14.021100	0.953674	0.000000	3.049221	0.000000	0.457229	
255	14.121095	0.667572	0.000000	-0.665979	0.000000	0.457479	
255	14.221095	0.286102	0.000000	-0.665206	0.000000	0.441910	
255	14.321095	0.739098	0.000000	-0.661774	0.000000	0.442603	
255	14.421095	1.597404	0.000000	-0.647067	0.000000	0.450832	
255	14.521095	0.262260	0.000000	-0.633134	0.000000	0.432248	
255	14.621095	0.190735	0.000000	-0.609351	0.000000	0.426820	
255	14.721100	-2.658367	0.000000	2.975798	0.000000	1.955438	
255	14.821095	1.168251	0.000000	-0.656068	0.000000	0.427869	
255	14.921095	1.883507	0.000000	-0.667750	0.000000	0.440077	
255	15.021095	1.621246	0.000000	-0.676730	0.000000	0.436556	
255	15.121095	1.418591	0.000000	-0.667917	0.000000	0.433491	
255	15.221095	2.098083	0.000000	-0.677222	0.000000	0.439110	
255	15.321095	2.026558	0.000000	-0.672761	0.000000	0.417623	
255	15.421095	1.394749	0.000000	-0.690258	0.000000	0.437093	
255	15.521100	-2.527237	0.000000	3.040253	0.000000	0.431876	
255	15.621095	1.192093	0.000000	-0.654951	0.000000	0.431111	
255	15.721100	-1.406670	0.000000	2.965599	0.000000	0.435876	
255	15.821100	-2.658367	0.000000	2.990143	0.000000	0.440821	
255	15.921095	1.811981	0.000000	-0.650461	0.000000	0.421170	
255	16.021099	-2.646446	0.000000	2.994403	0.000000	0.435882	
255	16.121096	1.192093	0.000000	-0.670984	0.000000	0.444610	
255	16.221100	-2.837181	0.000000	1.225245	0.000000	0.788041	
255	16.321095	-0.977516	0.000000	-0.666409	0.000000	0.433970	
255	16.421095	1.621246	0.000000	-0.644751	0.000000	0.442730	
255	16.521095	0.023842	0.000000	-0.649834	0.000000	0.421686	
255	16.621096	2.288818	0.000000	-0.642055	0.000000	0.424416	
255	16.721094	1.978874	0.000000	-0.711844	0.000000	0.446611	
255	16.821095	1.144409	0.000000	-0.669724	0.000000	0.425348	
255	16.921095	1.001358	0.000000	-0.655418	0.000000	0.439144	
255	17.021095	-0.381470	0.000000	-0.672224	0.000000	0.444624	
255	17.121096	-0.905991	0.000000	-0.655835	0.000000	0.440940	
255	17.221094	3.117323	0.000000	-0.671209	0.000000	0.443492	
255	17.321100	-1.955032	0.000000	3.043780	0.000000	0.451488	
255	17.421101	-2.574921	0.000000	3.025680	0.000000	0.438338	
255	17.521095	0.524521	0.000000	-0.643740	0.000000	0.436504	
255	17.621096	0.000000	0.000000	-0.673790	0.000000	0.437320	
255	17.721094	-0.286102	0.000000	-0.619623	0.000000	0.413276	
255	17.821095	0.333786	0.000000	-0.652068	0.000000	0.433335	
255	17.921095	0.977516	0.000000	-0.652996	0.000000	0.427393	
255	18.021095	1.239777	0.000000	-0.643634	0.000000	0.426245	
255	18.121096	1.418591	0.000000	-0.661225	0.000000	0.431663	
255	18.221094	2.056360	0.000000	-0.653535	0.000000	0.425413	
255	18.321095	1.144409	0.000000	-0.660409	0.000000	0.429717	
255	18.421095	1.263618	0.000000	-0.651787	0.000000	0.412966	
255	18.521095	0.524521	0.000000	-0.675971	0.000000	0.416657	
255	18.621096	2.789497	0.000000	-0.689077	0.000000	0.409662	
255	18.721094	2.098083	0.000000	-0.620134	0.000000	0.399945	
255	18.821095	3.910065	0.000000	-0.681232	0.000000	0.422574	
255	18.921095	1.895428	0.000000	-0.674279	0.000000	0.422139	
255	19.021095	2.470613	0.000000	-0.654117	0.000000	0.411715	
255	19.121096	3.284216	0.000000	-0.669703	0.000000	0.415490	
255	19.221094	1.740456	0.000000	-0.669562	0.000000	0.417653	
255	19.321095	1.251698	0.000000	-0.679705	0.000000	0.430338	
255	19.421095	0.405312	0.000000	-0.675361	0.000000	0.427003	
255	19.521095	1.001358	0.000000	-0.685544	0.000000	0.429000	
255	19.621096	1.621246	0.000000	-0.679565	0.000000	0.421329	
255	19.721094	1.692772	0.000000	-0.718740	0.000000	0.443311	
255	19.821095	1.192093	0.000000	-0.668233	0.000000	0.415092	
255	19.921095	0.619888	0.000000	-0.672301	0.000000	0.427537	
255	19.961660	0.238419	0.000000	-0.417778	0.000000	0.997992	
255	20.021095	2.288818	0.000000	-0.684752	0.000000	0.451092	
255	20.121096	-0.568479	0.000000	-0.671585	0.000000	0.429386	
255	20.221094	1.990795	0.000000	-0.693878	0.000000	0.433211	
255	20.321095	2.288818	0.000000	-0.679421	0.000000	0.438992	
255	20.421095	0.762939	0.000000	-0.680564	0.000000	0.428649	
255	20.521095	-0.476837	0.000000	-0.679707	0.000000	0.444906	
255	20.621096	0.703335	0.000000	-0.720447	0.000000	0.445948	
255	20.721094	1.716614	0.000000	-0.689245	0.000000	0.421801	
255	20.821095	2.026558	0.000000	-0.676120	0.000000	0.428271	
255	20.921095	3.099442	0.000000	-0.682449	0.000000	0.428579	
255	21.021095	2.610683	0.000000	-0.687199	0.000000	0.439877	
255	21.121096	0.494719	0.000000	-0.688805	0.000000	0.441992	
255	21.221094	0.095367	0.000000	-0.678348	0.000000	0.430206	
255	21.321095	1.049042	0.000000	-0.682691	0.000000	0.432878	
255	21.421095	1.788139	0.000000	-0.705984	0.000000	0.436542	
255	21.521095	1.430511	0.000000	-0.704692	0.000000	0.426216	
255	21.621096	1.573563	0.000000	-0.701587	0.000000	0.420846	
255	21.721094	1.394749	0.000000	-0.678197	0.000000	0.427044	
255	21.821095	-1.513958	0.000000	-0.676621	0.000000	0.426217	
255	21.921095	1.680851	0.000000	-0.674374	0.000000	0.433609	
255	22.021095	2.934039	0.000000	-0.687909	0.000000	0.435585	
255	22.121096	0.572205	0.000000	-0.673557	0.000000	0.435345	
255	22.221094	-1.716614	0.000000	-0.658247	0.000000	0.428718	
255	22.321095	-0.864267	0.000000	-0.650122	0.000000	0.426380	
255	22.421095	0.834465	0.000000	-0.668270	0.000000	0.425547	
255	22.521095	2.110004	0.000000	-0.675589	0.000000	0.425829	
255	22.621096	0.381470	0.000000	-0.675239	0.000000	0.424731	
255	22.721094	0.405312	0.000000	-0.687857	0.000000	0.427831	
255	22.821095	0.810623	0.000000	-0.672868	0.000000	0.430480	
255	22.921095	2.408028	0.000000	-0.693904	0.000000	0.426951	
255	23.021095	1.716614	0.000000	-0.644240	0.000000	0.420831	
255	23.121096	1.144409	0.000000	-0.682376	0.000000	0.432558	
255	23.221094	1.406670	0.000000	-0.684095	0.000000	0.423707	
255	23.321095	0.000000	0.000000	-0.679404	0.000000	0.423771	
255	23.421095	0.143051	0.000000	-0.676872	0.000000	0.432728	
255	23.521095	0.739098	0.000000	-0.682707	0.000000	0.413929	
255	23.621096	2.479553	0.000000	-0.693146	0.000000	0.421807	
255	23.721094	2.598763	0.000000	-0.699844	0.000000	0.435618	
255	23.821095	-0.512600	0.000000	-0.692999	0.000000	0.435948	
255	23.921095	0.000000	0.000000	-0.682414	0.000000	0.442875	
255	24.021095	0.071526	0.000000	-0.682492	0.000000	0.429486	
255	24.121096	2.717972	0.000000	-0.671833	0.000000	0.438524	
255	24.221094	1.001358	0.000000	-0.691827	0.000000	0.449190	
255	24.321095	0.125170	0.000000	-0.676905	0.000000	0.442056	
255	24.421095	1.382828	0.000000	-0.683064	0.000000	0.434287	
255	24.521095	0.637770	0.000000	-0.668215	0.000000	0.433916	
255	24.621096	0.977516	0.000000	-0.675846	0.000000	0.435009	
255	24.721094	-1.026690	0.000000	-0.667889	0.000000	0.417582	
255	24.821095	1.198053	0.000000	-0.672791	0.000000	0.428218	
255	24.921095	0.655651	0.000000	-0.672446	0.000000	0.438922	
255	25.021095	0.739098	0.000000	-0.683285	0.000000	0.436942	
255	25.121096	-0.560284	0.000000	-0.665345	0.000000	0.430449	
255	25.221094	2.598763	0.000000	-0.655410	0.000000	0.421460	
255	25.321095	0.599027	0.000000	-0.690841	0.000000	0.439669	
255	25.421095	1.114607	0.000000	-0.693443	0.000000	0.431116	
255	25.521095	1.382828	0.000000	-0.687036	0.000000	0.435039	
255	25.621096	-0.429153	0.000000	-0.684286	0.000000	0.426642	
255	25.721094	2.288818	0.000000	-0.669292	0.000000	0.418327	
255	25.821095	2.157688	0.000000	-0.694271	0.000000	0.434873	
255	25.921095	0.476837	0.000000	-0.672752	0.000000	0.439863	
255	26.021095	0.980496	0.000000	-0.686834	0.000000	0.439929	
255	26.121096	0.905991	0.000000	-0.685606	0.000000	0.444523	
255	26.221094	2.765656	0.000000	-0.699612	0.000000	0.447086	
255	26.321095	1.597404	0.000000	-0.663127	0.000000	0.432064	
255	26.421095	5.078316	0.000000	-0.682831	0.000000	0.429340	
255	26.521095	2.861023	0.000000	-0.703269	0.000000	0.443022	
255	26.621096	0.560284	0.000000	-0.686473	0.000000	0.435664	
255	26.721094	1.215935	0.000000	-0.682407	0.000000	0.439647	
255	26.821095	1.311302	0.000000	-0.672146	0.000000	0.435333	
255	26.921095	1.615286	0.000000	-0.686819	0.000000	0.432677	
255	27.021095	0.000000	0.000000	-0.691555	0.000000	0.438897	
255	27.121096	0.375509	0.000000	-0.706208	0.000000	0.445497	
255	27.221094	2.533197	0.000000	-0.702634	0.000000	0.441617	
255	27.321095	2.288818	0.000000	-0.697578	0.000000	0.437444	
255	27.421095	0.703335	0.000000	-0.719420	0.000000	0.444376	
255	27.521099	-4.768372	0.000000	3.110798	0.000000	0.448476	
255	27.621096	-0.977516	0.000000	-0.755515	0.000000	0.486400	
255	27.721094	0.667572	0.000000	-0.683371	0.000000	0.428617	
255	27.821095	0.417233	0.000000	-0.685172	0.000000	0.427107	
255	27.921095	-0.357628	0.000000	-0.679004	0.000000	0.432928	
255	28.021095	-0.858307	0.000000	-0.685371	0.000000	0.435841	
255	28.121096	1.239777	0.000000	-0.675193	0.000000	0.430926	
255	28.221094	2.098083	0.000000	-0.695747	0.000000	0.432540	
255	28.321095	0.333786	0.000000	-0.674832	0.000000	0.424156	
255	28.421095	-0.381470	0.000000	-0.685657	0.000000	0.431234	
255	28.521095	2.670288	0.000000	-0.687581	0.000000	0.432202	
255	28.621096	1.764297	0.000000	-0.715603	0.000000	0.421862	
255	28.721094	0.000000	0.000000	-0.693776	0.000000	0.428055	
255	28.821095	1.287460	0.000000	-0.692471	0.000000	0.434619	
255	28.921095	1.870096	0.000000	-0.692550	0.000000	0.424936	
255	29.021095	1.978874	0.000000	-0.695545	0.000000	0.423905	
255	29.121096	0.542402	0.000000	-0.699337	0.000000	0.427062	
255	29.221094	3.290176	0.000000	-0.694552	0.000000	0.426102	
255	29.321095	-0.441074	0.000000	-0.689631	0.000000	0.434588	
255	29.421095	1.406670	0.000000	-0.707264	0.000000	0.452838	
255	29.521095	2.288818	0.000000	-0.710012	0.000000	0.444819	
255	29.621096	-1.239777	0.000000	-0.679239	0.000000	0.443987	
255	29.721094	2.717972	0.000000	-0.699490	0.000000	0.437250	
255	29.821095	1.239777	0.000000	-0.701883	0.000000	0.448289	
255	29.921095	1.811981	0.000000	-0.694822	0.000000	0.436316	
255	30.021095	2.145767	0.000000	-0.698144	0.000000	0.426800	
255	30.121096	2.765656	0.000000	-0.735953	0.000000	0.432206	
255	30.221094	2.098083	0.000000	-0.684894	0.000000	0.423373	
255	30.321095	0.643730	0.000000	-0.685396	0.000000	0.422732	
255	30.421095	1.668930	0.000000	-0.671162	0.000000	0.424078	
255	30.521095	1.084805	0.000000	-0.697746	0.000000	0.423016	
255	30.621096	2.431870	0.000000	-0.640841	0.000000	0.408943	
255	30.721094	1.573563	0.000000	-0.691222	0.000000	0.432996	
255	30.821095	1.943111	0.000000	-0.699029	0.000000	0.443980	
255	30.921095	-0.274181	0.000000	-0.703829	0.000000	0.433895	
255	31.021095	1.287460	0.000000	-0.707613	0.000000	0.433562	
255	31.121096	1.335144	0.000000	-0.704135	0.000000	0.447315	
255	31.221094	1.192093	0.000000	-0.719645	0.000000	0.447181	
255	31.321095	3.004074	0.000000	-0.713992	0.000000	0.431254	
255	31.421095	2.330542	0.000000	-0.706215	0.000000	0.441135	
255	31.521095	-0.238419	0.000000	-0.691732	0.000000	0.433743	
255	31.621096	3.194809	0.000000	-0.650473	0.000000	0.408901	
255	31.721094	0.715256	0.000000	-0.699076	0.000000	0.418196	
255	31.821095	2.290308	0.000000	-0.689501	0.000000	0.416275	
255	31.921095	2.288818	0.000000	-0.685412	0.000000	0.425947	
255	32.021095	0.429153	0.000000	-0.683847	0.000000	0.440816	
255	32.121094	2.241135	0.000000	-0.716017	0.000000	0.436104	
255	32.221096	1.752377	0.000000	-0.685528	0.000000	0.421880	
255	32.321095	1.883507	0.000000	-0.686135	0.000000	0.437683	
255	32.421097	0.357628	0.000000	-0.686514	0.000000	0.442544	
255	32.521095	0.953674	0.000000	-0.681992	0.000000	0.426913	
255	32.621094	3.385544	0.000000	-0.652993	0.000000	0.424879	
255	32.721096	2.485514	0.000000	-0.700627	0.000000	0.423917	
255	32.821095	1.323223	0.000000	-0.701359	0.000000	0.431119	
255	32.921097	-0.548363	0.000000	-0.698093	0.000000	0.434111	
255	33.021095	1.668930	0.000000	-0.708547	0.000000	0.428785	
255	33.121094	1.376867	0.000000	-0.690838	0.000000	0.419493	
255	33.221096	1.049042	0.000000	-0.686424	0.000000	0.411490	
255	33.321095	0.000000	0.000000	-0.666737	0.000000	0.415567	
255	33.421097	1.358986	0.000000	-0.690180	0.000000	0.422909	
255	33.521095	1.168251	0.000000	-0.695444	0.000000	0.437763	
255	33.621094	1.335144	0.000000	-0.689433	0.000000	0.426599	
255	33.721096	2.288818	0.000000	-0.698197	0.000000	0.427808	
255	33.821095	-0.542402	0.000000	-0.683728	0.000000	0.435680	
255	33.921097	-1.585484	0.000000	-0.670007	0.000000	0.452043	
255	34.021095	0.000000	0.000000	-0.698713	0.000000	0.431571	
255	34.121094	0.369549	0.000000	-0.690075	0.000000	0.437584	
255	34.221096	1.585484	0.000000	-0.683055	0.000000	0.426539	
255	34.321095	-2.002716	0.000000	-0.652063	0.000000	0.427239	
255	34.421097	1.621246	0.000000	-0.685978	0.000000	0.424271	
53	34.451324	-9529.185547	0.000000	1.647938	0.000000	0.000002	
255	34.521095	2.241135	0.000000	-0.684391	0.000000	0.428596	
255	34.621094	2.861023	0.000000	-0.684394	0.000000	0.410549	
255	34.721096	0.000000	0.000000	-0.653471	0.000000	0.427595	
255	34.821095	0.858307	0.000000	-0.693084	0.000000	0.424534	
255	34.921097	0.001490	0.000000	-0.693891	0.000000	0.446193	
255	35.021095	1.132488	0.000000	-0.701416	0.000000	0.440357	
255	35.121094	1.668930	0.000000	-0.704035	0.000000	0.424030	
255	35.221096	0.929832	0.000000	-0.702646	0.000000	0.435499	
255	35.321095	1.025200	0.000000	-0.714749	0.000000	0.438950	
255	35.421097	0.000000	0.000000	-0.720510	0.000000	0.439674	
255	35.461559	1.144409	0.000000	2.852979	0.000000	0.462527	
255	35.521095	0.816584	0.000000	-0.674145	0.000000	0.429824	
255	35.621094	0.238419	0.000000	-0.694937	0.000000	0.431345	
255	35.721096	0.554323	0.000000	-0.686045	0.000000	0.429052	
255	35.821095	2.145767	0.000000	-0.690830	0.000000	0.431910	
255	35.921097	1.120567	0.000000	-0.727178	0.000000	0.444460	
255	36.021095	1.525879	0.000000	-0.686246	0.000000	0.431076	
255	36.121094	0.166893	0.000000	-0.686201	0.000000	0.438083	
255	36.221096	1.001358	0.000000	-0.707162	0.000000	0.428558	
255	36.321095	0.000000	0.000000	-0.695966	0.000000	0.443435	
255	36.421097	1.645088	0.000000	-0.700494	0.000000	0.433628	
255	36.521095	1.430511	0.000000	-0.719664	0.000000	0.445696	
255	36.621094	-0.292063	0.000000	-0.697828	0.000000	0.433536	
255	36.721096	0.000000	0.000000	-0.651908	0.000000	0.438660	
255	36.821095	2.050400	0.000000	-0.707314	0.000000	0.430295	
255	36.921097	-0.596046	0.000000	-0.697952	0.000000	0.430969	
255	37.021095	1.204014	0.000000	-0.699945	0.000000	0.435873	
255	37.121094	0.667572	0.000000	-0.707180	0.000000	0.444405	
255	37.221096	0.500679	0.000000	-0.695493	0.000000	0.425613	
255	37.321095	1.311302	0.000000	-0.713998	0.000000	0.435377	
255	37.421097	0.619888	0.000000	-0.693362	0.000000	0.424719	
255	37.521095	0.596046	0.000000	-0.646485	0.000000	0.434924	
255	37.621094	0.000000	0.000000	-0.676106	0.000000	0.442878	
255	37.721096	0.190735	0.000000	-0.698577	0.000000	0.460154	
255	37.821095	0.619888	0.000000	-0.696411	0.000000	0.451037	
255	37.921097	0.119209	0.000000	-0.723807	0.000000	0.466707	
255	38.021095	-0.405312	0.000000	-0.707642	0.000000	0.455109	
255	38.121094	0.071526	0.000000	-0.697492	0.000000	0.441778	
255	38.221096	2.574921	0.000000	-0.686990	0.000000	0.438709	
255	38.321095	2.145767	0.000000	-0.716753	0.000000	0.428184	
255	38.421097	1.412630	0.000000	-0.686067	0.000000	0.431281	
255	38.521095	1.406670	0.000000	-0.694178	0.000000	0.438400	
255	38.601662	-1.239777	0.000000	-3.109707	0.000000	1.348087	
255	38.621094	1.859665	0.000000	-0.695457	0.000000	0.439901	
255	38.721096	-0.381470	0.000000	-0.714045	0.000000	0.440239	
255	38.821095	0.393391	0.000000	-0.696356	0.000000	0.436308	
255	38.921097	1.621246	0.000000	-0.714260	0.000000	0.444649	
255	39.021095	1.525879	0.000000	-0.699764	0.000000	0.442860	
255	39.121094	1.311302	0.000000	-0.665889	0.000000	0.435689	
255	39.221096	0.357628	0.000000	-0.710979	0.000000	0.439835	
255	39.321095	0.000000	0.000000	-0.712273	0.000000	0.445007	
255	39.421097	1.490116	0.000000	-0.708958	0.000000	0.441547	
255	39.521095	0.834465	0.000000	-0.703856	0.000000	0.445522	
255	39.621094	1.095235	0.000000	-0.701329	0.000000	0.445422	
255	39.721096	1.144409	0.000000	-0.699287	0.000000	0.446271	
255	39.821095	1.072884	0.000000	-0.707259	0.000000	0.445228	
255	39.921097	0.000000	0.000000	-0.690479	0.000000	0.435538	
255	40.021095	1.573563	0.000000	-0.689446	0.000000	0.429296	
255	40.121094	0.715256	0.000000	-0.699972	0.000000	0.439573	
255	40.221096	0.989437	0.000000	-0.679159	0.000000	0.429359	
255	40.321095	0.452995	0.000000	-0.697346	0.000000	0.436510	
255	40.421097	1.168251	0.000000	-0.690716	0.000000	0.432519	
255	40.521095	1.043081	0.000000	-0.660795	0.000000	0.432312	
255	40.621094	0.762939	0.000000	-0.689776	0.000000	0.443896	
255	40.721096	-1.597404	0.000000	-0.696501	0.000000	0.442890	
255	40.821095	0.619888	0.000000	-0.693867	0.000000	0.449240	
255	40.921097	0.953674	0.000000	-0.698046	0.000000	0.449849	
255	41.021095	0.858307	0.000000	-0.713161	0.000000	0.451128	
255	41.121094	1.931190	0.000000	-0.703050	0.000000	0.451760	
255	41.221096	-0.333786	0.000000	-0.684429	0.000000	0.445083	
255	41.321095	2.217293	0.000000	-0.700363	0.000000	0.443390	
255	41.421097	1.025200	0.000000	-0.695356	0.000000	0.442887	
255	41.521095	3.898144	0.000000	-0.706565	0.000000	0.424645	
255	41.621094	0.929832	0.000000	-0.688099	0.000000	0.441377	
255	41.721096	0.262260	0.000000	-0.683116	0.000000	0.435023	
255	41.821095	0.381470	0.000000	-0.686098	0.000000	0.441427	
255	41.921097	0.357628	0.000000	-0.705604	0.000000	0.438892	
255	42.021095	0.476837	0.000000	-0.687856	0.000000	0.440878	
255	42.121094	-0.572205	0.000000	-0.683737	0.000000	0.442161	
255	42.201660	-2.169609	0.000000	2.023845	0.000000	1.363584	
255	42.221096	-0.619888	0.000000	-0.652128	0.000000	0.451759	
255	42.321095	1.883507	0.000000	-0.673011	0.000000	0.430917	
255	42.421097	0.429153	0.000000	-0.689955	0.000000	0.444832	
255	42.521095	0.405312	0.000000	-0.687941	0.000000	0.443306	
255	42.621094	0.655651	0.000000	-0.687341	0.000000	0.446854	
255	42.721096	3.266335	0.000000	-0.714191	0.000000	0.439085	
255	42.821095	0.047684	0.000000	-0.688668	0.000000	0.431156	
31	42.840744	-20.027161	0.000000	-3.080632	0.000000	0.000003	
255	42.921097	-0.333786	0.000000	-0.704689	0.000000	0.444309	
255	43.021095	1.466274	0.000000	-0.714574	0.000000	0.439962	
255	43.121094	0.762939	0.000000	-0.684937	0.000000	0.442671	
255	43.201660	-1.430511	0.000000	2.662192	0.000000	1.353841	
255	43.221096	3.051758	0.000000	-0.711057	0.000000	0.440157	
255	43.321095	3.170967	0.000000	-0.706190	0.000000	0.434580	
255	43.421097	0.810623	0.000000	-0.669179	0.000000	0.438192	
255	43.521095	1.478195	0.000000	-0.692417	0.000000	0.442907	
255	43.601662	-0.762939	0.000000	2.390078	0.000000	1.368310	
255	43.621094	1.192093	0.000000	-0.718224	0.000000	0.458477	
255	43.721096	0.929832	0.000000	-0.703359	0.000000	0.451799	
255	43.821095	1.549721	0.000000	-0.735135	0.000000	0.444720	
255	43.921097	-0.536442	0.000000	-0.688730	0.000000	0.433970	
255	44.021095	1.692772	0.000000	-0.691671	0.000000	0.445736	
255	44.121094	-0.810623	0.000000	-0.694213	0.000000	0.441981	
255	44.221096	1.955032	0.000000	-0.693399	0.000000	0.431876	
